UnifiedAssetId,Component,ComponentAssetId,AssetStatus,CanonicalName,SourceType,Category,ContextOrSubcategory,Family,PublicRelativePath,ByteLength,SHA256,OriginalComponentPath
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_042.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_042.png,READY,Icon Status Condition 042,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 042.png,2010,2A0C9A17F9D36A1987014B4ED59AE5945549BB93E6A9B69E24DB6407A8C464B3,UI/Battle/Core/Icons/Icon Status Condition 042.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_043.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_043.png,READY,Icon Status Condition 043,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 043.png,1906,A8688445F8C62DB6BECAFF92D94FEDFE5CE04C018A18F8068E6E1085C5E75C08,UI/Battle/Core/Icons/Icon Status Condition 043.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_044.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_044.png,READY,Icon Status Condition 044,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 044.png,1961,ACF8FF4053811A8D18883F57682845672E19C3C71AAE310BE07766C9B72F1D18,UI/Battle/Core/Icons/Icon Status Condition 044.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_045.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_045.png,READY,Icon Status Condition 045,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 045.png,1900,B5A3DF9942E24D5D8757A11096AF359BD48276D3C4F14C5B8DA7F113943B3BC1,UI/Battle/Core/Icons/Icon Status Condition 045.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_046.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_046.png,READY,Icon Status Condition 046,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 046.png,1906,AA27079083B6E3B6F4215F0054194CB5FBEE3CCFAEE20B1CF9367F0D99620AAB,UI/Battle/Core/Icons/Icon Status Condition 046.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_047.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_047.png,READY,Icon Status Condition 047,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 047.png,1900,A26642F296DD1A7EE33BE8E0DA614020C751B023A69EA9890DB502D4488DF7D1,UI/Battle/Core/Icons/Icon Status Condition 047.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_048.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_048.png,READY,Icon Status Condition 048,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 048.png,1701,55C2948B6F9E45E776D487ADB974757A0783F65C8DCBC4E609D9C3D2CD0FCA9E,UI/Battle/Core/Icons/Icon Status Condition 048.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_049.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_049.png,READY,Icon Status Condition 049,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 049.png,1724,7B3D912068E58A9EB7151C094459ED195524897DFCDA47DA7780A55F6C222560,UI/Battle/Core/Icons/Icon Status Condition 049.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_050.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_050.png,READY,Icon Status Condition 050,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 050.png,1945,A65D2F6654DC6DD09EB556F353FB1F2987E683C082E1DA57D8D7BCBF888EBD95,UI/Battle/Core/Icons/Icon Status Condition 050.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_051.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_051.png,READY,Icon Status Condition 051,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 051.png,1971,C78753EAF71EEF137EDF7E8950CA68CB973DA9AC4911481405A1D2766D9FA1DA,UI/Battle/Core/Icons/Icon Status Condition 051.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_052.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_052.png,READY,Icon Status Condition 052,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 052.png,1937,CED23425B5F5C50EEB8AC97163327C9F5BB4EC3CD753C3F41FA9BA34DA9902F9,UI/Battle/Core/Icons/Icon Status Condition 052.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_053.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_053.png,READY,Icon Status Condition 053,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 053.png,2045,CEBBBD27452A50D731CE0CCCF3BDDA2D6B1081E74A2BBA6D29FFFBA0A21A2C21,UI/Battle/Core/Icons/Icon Status Condition 053.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_054.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_054.png,READY,Icon Status Condition 054,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 054.png,1767,94FF172FB87AF3175752D7F808CF2DBB2DB0AEF7DFD47B9564EBBB217F0DB249,UI/Battle/Core/Icons/Icon Status Condition 054.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_055.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_055.png,READY,Icon Status Condition 055,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 055.png,1812,2B44F10CB7AB94903A08246E603E8157267D25FB688F54062EAE38FDDD6D2A11,UI/Battle/Core/Icons/Icon Status Condition 055.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_056.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_056.png,READY,Icon Status Condition 056,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 056.png,1992,FEBD37A17DC4A8B47284BE01DC953794FFBC8DC84F82D4456ABB6B56517B784A,UI/Battle/Core/Icons/Icon Status Condition 056.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_057.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_057.png,READY,Icon Status Condition 057,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 057.png,1968,89E9B689CC6B835F13D09F1F2F7945C17BA4BB825019866E921F45FD201BFA87,UI/Battle/Core/Icons/Icon Status Condition 057.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_058.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_058.png,READY,Icon Status Condition 058,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 058.png,1995,9A752D9AC4FA732DEE6445176B686157ECF0EF2B6275E753E1EAEBA8663C6C39,UI/Battle/Core/Icons/Icon Status Condition 058.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_059.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_059.png,READY,Icon Status Condition 059,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 059.png,1930,007438402860BA832B47D27FD5537DBB69B08ED19338AB0D98856DDFB5BB37F1,UI/Battle/Core/Icons/Icon Status Condition 059.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_060.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_060.png,READY,Icon Status Condition 060,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 060.png,2019,5341B83D9400AF46A4BD15290F2072BBD2206CBCBFC3D97E4CBEACDB33F8D9F3,UI/Battle/Core/Icons/Icon Status Condition 060.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_061.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_061.png,READY,Icon Status Condition 061,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 061.png,1894,76CB6C2347ED6F745F0AEB58B81AB39254B7D830EC6100C148AF7DDB48E76001,UI/Battle/Core/Icons/Icon Status Condition 061.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_062.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_062.png,READY,Icon Status Condition 062,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 062.png,1964,6A59D3E45B3C92DC5AF0FD6B340B088BAC5F59B5205DDEBBFAD415EA7FC628B8,UI/Battle/Core/Icons/Icon Status Condition 062.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_063.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_063.png,READY,Icon Status Condition 063,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 063.png,1902,7E35200FF21F3FA554BD2597F8738B249E40A2B366F6FD93EE2FB52E9484D173,UI/Battle/Core/Icons/Icon Status Condition 063.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064.png,READY,Icon Status Condition 064,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 064.png,3028,30956D28B6F606561D9E8B1EB830F257BC9B09DBF30C1E3AEB9376E526211975,UI/Battle/Core/Icons/Icon Status Condition 064.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_01.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_01.png,READY,Icon Status Condition 064 01,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 064 01.png,2365,5E684F24801C32C257D2F2FC23F09A8A2BA8BA72FA6D1A6CDB151E06F7931411,UI/Battle/Core/Icons/Icon Status Condition 064 01.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_02.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_02.png,READY,Icon Status Condition 064 02,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 064 02.png,2916,8CADE5B0A72793DEFE7501A1E311A99CAFE1DEDD8D271550083B0EEA12CFEBDC,UI/Battle/Core/Icons/Icon Status Condition 064 02.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_03.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_03.png,READY,Icon Status Condition 064 03,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 064 03.png,3038,A402B9F0475034677DE81FDB7C5F7A821D0240A6AA2A7C1191C4C9FF57F911CC,UI/Battle/Core/Icons/Icon Status Condition 064 03.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_04.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_04.png,READY,Icon Status Condition 064 04,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 064 04.png,2699,652DA3138B25F12707CF95421E2FB98651441E7AF40F3CCDB9D335F7019DEE8B,UI/Battle/Core/Icons/Icon Status Condition 064 04.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_05.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_05.png,READY,Icon Status Condition 064 05,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 064 05.png,2889,3DD408BF71329C4D768B7011B8307DB04CDA3E9038223ECD7DD50BAE4167E08B,UI/Battle/Core/Icons/Icon Status Condition 064 05.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_06.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_06.png,READY,Icon Status Condition 064 06,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 064 06.png,3061,AB873F6F0218359BEE7860D41AAE0DD14901E17C10756B2901FE37D1326C3FF8,UI/Battle/Core/Icons/Icon Status Condition 064 06.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_07.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_07.png,READY,Icon Status Condition 064 07,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 064 07.png,2806,1763560D36C85B9012D2AF06908D9719C4ABF2EC1FAF53329733D9626DDE0990,UI/Battle/Core/Icons/Icon Status Condition 064 07.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_08.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_08.png,READY,Icon Status Condition 064 08,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 064 08.png,3077,517593C196DAA71FE82FB46BD3B7B3E184A4D79752F9C04C711B7EC4E54FF1D0,UI/Battle/Core/Icons/Icon Status Condition 064 08.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_09.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_09.png,READY,Icon Status Condition 064 09,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 064 09.png,3019,E9174747F8EE82F2F883728E7FEDCCA0845854FCF203C8419857D6E899FFDD60,UI/Battle/Core/Icons/Icon Status Condition 064 09.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_10.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_064_10.png,READY,Icon Status Condition 064 10,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 064 10.png,3138,F523E97161D1D6DB3FE5256A6D6D3F64A4039DB5DB7CE04260667E2D7443ED1E,UI/Battle/Core/Icons/Icon Status Condition 064 10.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_065.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_065.png,READY,Icon Status Condition 065,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 065.png,1720,EE12A12B6ADF9439D6F2626D638A12B9A5478903DF6597126E02FF9FAB8DB30E,UI/Battle/Core/Icons/Icon Status Condition 065.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_066.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_066.png,READY,Icon Status Condition 066,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 066.png,1783,F364D0309D01B852AD55BF9967F8801B1D6A35F514C3DA28222FB9B16AB07E4F,UI/Battle/Core/Icons/Icon Status Condition 066.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_067.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_067.png,READY,Icon Status Condition 067,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 067.png,1911,729CADD87C29DD55A5273654DC9C6DB46E593BD97BAF4BB0828E00C3E1944214,UI/Battle/Core/Icons/Icon Status Condition 067.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_068.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_068.png,READY,Icon Status Condition 068,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 068.png,6217,663A28287F0AEE5C997EE634D5237A0ADBA868A3A740A0BD7FB71E6B5D213A62,UI/Battle/Core/Icons/Icon Status Condition 068.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_069.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_069.png,READY,Icon Status Condition 069,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 069.png,6106,AE4B02EF4B2A714F3F12D9D1EE8BCF4D2053C8DB5228B35A46831045EA85134F,UI/Battle/Core/Icons/Icon Status Condition 069.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_070.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_status_condition_070.png,READY,Icon Status Condition 070,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Status Condition 070.png,2446,A8F4C14FC0CCE69C3FC9DC003BCCC8795412DCC66A1BDD5B259B5F43B9AB4962,UI/Battle/Core/Icons/Icon Status Condition 070.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_synchro.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_synchro.png,READY,Icon Synchro,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Synchro.png,21290,7A506839F9F02119A6D6CC856B21F8C76DB294D67B52CF919F42EB5FC8EFBFCC,UI/Battle/Core/Icons/Icon Synchro.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_synchro_mask.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_synchro_mask.png,READY,Icon Synchro Mask,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Synchro Mask.png,1213,01CA60D96F598925AE1FF8B4327311217223D33FDBFADFB9E3610765F3F16FEE,UI/Battle/Core/Icons/Icon Synchro Mask.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_team_buff.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_team_buff.png,READY,Icon Team Buff,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Team Buff.png,5532,5BF612D3D6966C8458851BD6D7853CBC5110BC822888B2279B7F32A1E6146B79,UI/Battle/Core/Icons/Icon Team Buff.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_teamskill_area.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_teamskill_area.png,READY,Icon Teamskill Area,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Teamskill Area.png,2132,DCD8ACF3F2936BF995310D8447B6AA9DEDF0CE3C65F663F3B24BF725B099FFD4,UI/Battle/Core/Icons/Icon Teamskill Area.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_teamskill_fashion.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_teamskill_fashion.png,READY,Icon Teamskill Fashion,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Teamskill Fashion.png,1983,F87AE1A0F891F3C69BA84522FFCAB827EEA587B22F192EC352251BF0CD9A04CD,UI/Battle/Core/Icons/Icon Teamskill Fashion.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_teamskill_other.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_teamskill_other.png,READY,Icon Teamskill Other,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Teamskill Other.png,2098,79E8F8E3422FD3954E44554DA2603A0064063A0E110422FB8336368EB6BD593E,UI/Battle/Core/Icons/Icon Teamskill Other.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_teamskill_position.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_teamskill_position.png,READY,Icon Teamskill Position,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Teamskill Position.png,2385,D6BA4D70D4234FA74B45D86B6D2635DA754D74DC3E1DAACFF9E014C66B7DDA4D,UI/Battle/Core/Icons/Icon Teamskill Position.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_teamskill_type.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_teamskill_type.png,READY,Icon Teamskill Type,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Teamskill Type.png,2118,3CB294E21AF608D255F33D3C506DC439D54A3BA3CA8E06AFBDF34F0EC3F51FE9,UI/Battle/Core/Icons/Icon Teamskill Type.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_trainer_move.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_trainer_move.png,READY,Icon Trainer Move,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Trainer Move.png,3216,D456789B0AB4CA78B48CB60C33B304C833031C1A5E09AB1EB69BF5B0D832E32B,UI/Battle/Core/Icons/Icon Trainer Move.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_vitals_buff.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_vitals_buff.png,READY,Icon Vitals Buff,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Vitals Buff.png,705,CD3D5BF3AD4569E65CE2EEE4962961BFC0B65F315EA6335E6A6499B2073371D9,UI/Battle/Core/Icons/Icon Vitals Buff.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_vitals_buff_rank_consumption.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_vitals_buff_rank_consumption.png,READY,Icon Vitals Buff Rank Consumption,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Vitals Buff Rank Consumption.png,930,462C50B87BF41B903938640E3E3CC074D07452A445E93CA58E749E04CBF467E9,UI/Battle/Core/Icons/Icon Vitals Buff Rank Consumption.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_vitals_debuff.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_vitals_debuff.png,READY,Icon Vitals Debuff,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Vitals Debuff.png,709,18DB933C646139D850C11A5D95AB72FEA9E7A04269F9877FE5237681E62D75E8,UI/Battle/Core/Icons/Icon Vitals Debuff.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_weather_bg.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_weather_bg.png,READY,Icon Weather BG,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Weather BG.png,760,3DC9A93E6F0482A794A06520D21B342A2A62AD41FB3B8FD46ABA5E95DC4766F4,UI/Battle/Core/Icons/Icon Weather BG.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::icon_weather_effect_bg.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::icon_weather_effect_bg.png,READY,Icon Weather Effect BG,ATLAS_SPRITE,UI,Battle / Core,Icons,UI/Battle/Core/Icons/Icon Weather Effect BG.png,1537,5C625B53052DB40983AE56C4D1D4A454BEE01025245AB2A2CA24EC1913E72007,UI/Battle/Core/Icons/Icon Weather Effect BG.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::img_ball_s.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::img_ball_s.png,READY,Img Ball S,ATLAS_SPRITE,UI,Battle / Core,Miscellaneous,UI/Battle/Core/Miscellaneous/Img Ball S.png,1778,FC373EF3E6E53115193EB000C5B7C67B13F4399A3E5851071646A57780520394,UI/Battle/Core/Miscellaneous/Img Ball S.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::img_bg_gradation.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::img_bg_gradation.png,READY,Img BG Gradation,ATLAS_SPRITE,UI,Battle / Core,Technical & Primitives,UI/Battle/Core/Technical & Primitives/Img BG Gradation.png,1471,3AE0E6A61989499AD2CFACAFED9199EFEA2C50B6F00D48793EFE7E22C7EE23D2,UI/Battle/Core/Technical & Primitives/Img BG Gradation.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::img_bg_texture.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::img_bg_texture.png,READY,Img BG Texture,ATLAS_SPRITE,UI,Battle / Core,Backgrounds,UI/Battle/Core/Backgrounds/Img BG Texture.png,19644,ED67F8EA15A7D3C10C1B274A3CD16E9FB9B2F18B548CA12F59817E4DA6B78C27,UI/Battle/Core/Backgrounds/Img BG Texture.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::img_bg_texture_line.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::img_bg_texture_line.png,READY,Img BG Texture Line,ATLAS_SPRITE,UI,Battle / Core,Backgrounds,UI/Battle/Core/Backgrounds/Img BG Texture Line.png,328,45F5E8A39461E529080C347261BA3BEFB1D80C011F3EC55C16408610737BA58A,UI/Battle/Core/Backgrounds/Img BG Texture Line.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::img_boss_telop_bg.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::img_boss_telop_bg.png,READY,Img Boss Telop BG,ATLAS_SPRITE,UI,Battle / Core,Backgrounds,UI/Battle/Core/Backgrounds/Img Boss Telop BG.png,14336,ADC2F94892090B9D7D26E72C74E078CCDDEE4FC9D80130C68278B7CA50E2F801,UI/Battle/Core/Backgrounds/Img Boss Telop BG.png
ATLAS::ATLAS::ui/Battle/image/battle_pack_99.plist::img_change_batsu.png,ATLAS,ATLAS::ui/Battle/image/battle_pack_99.plist::img_change_batsu.png,READY,Img Change Batsu,ATLAS_SPRITE,UI,Battle / Core,Miscellaneous,UI/Battle/Core/Miscellaneous/Img Change Batsu.png,1374,3390DEE9DC9551448C27E52C137F8FAD6BC1F177CA122EDE1E694AD98F81E011,UI/Battle/Core/Miscellaneous/Img Change Batsu.png
